,Word,CS_v1,CS_v2,CS_v3,PW_v1,PW_v2,PW_v3,train_test
408,hefe,hcfz,hzfp,hffn,hifo,hifi,hufa,Train
409,fata,fbtk,fhts,fvtc,feti,foti,fiti,Train
410,bunte,btnth,brntv,bwntg,bonta,bunto,bentu,Test
411,derer,dzrgr,dgrqr,dxrlr,darur,dorur,dorer,Train
412,volvo,vmlvg,vflvl,vflvg,velva,valvi,volve,Train
413,leben,lybcn,ldbzn,lcbwn,lebin,libon,luban,Train
414,ohne,chny,thnk,chnc,uhne,ohno,uhna,Train
415,jans,jxns,jlns,jsns,jons,juns,jins,Train
416,deale,dkblj,drrls,dzvld,deula,diulo,deuli,Train
417,sinns,slnns,stnns,stnns,sanns,sonns,senns,Train
418,anzog,wnzfg,qnzng,pnzgg,enzug,anzeg,onzeg,Train
419,ufern,ffsrn,gfprn,yfrrn,afurn,ufurn,ofarn,Test
420,elend,gllnd,glxnd,slmnd,oland,ulend,ilind,Train
421,eck,jck,hck,kck,uck,ock,ock,Train
422,selbe,smlbx,sklbl,sklbp,sulbi,selbi,salbi,Train
423,hohem,hdhnm,hshym,hvhbm,hehem,hohom,huhum,Train
424,thema,thymk,thlmd,thsmm,thume,themo,thamo,Train
425,shops,shvps,shfps,shnps,sheps,sheps,sheps,Test
426,panne,pgnnn,prnnx,pknnl,punno,panna,penno,Train
427,guck,ghck,ghck,ggck,gack,gack,gock,Train
428,tuns,ttns,tmns,tqns,tins,tins,tins,Test
429,georg,gtwrg,grrrg,gdcrg,guarg,goorg,gairg,Train
430,daran,dnrkn,drrgn,djrcn,darun,doron,diran,Train
431,lamas,lnmms,lhmps,ltmhs,lumus,lomus,limis,Train
432,boxen,bfxxn,bzxqn,bhxln,bixun,baxon,boxon,Train
433,crew,crlw,crqw,crsw,criw,crow,craw,Train
434,etage,xtvgv,gtlgq,mtngk,atiga,etago,etagi,Train
435,baust,brqst,bkwst,bzdst,boast,biust,buist,Train
436,wach,wtch,wkch,wnch,wuch,wech,woch,Test
437,doku,dfky,dkkb,dzkj,diko,duki,dake,Train
438,hager,hqgfr,hngfr,hsgnr,hogur,higur,hugar,Train
439,flirt,flqrt,flvrt,fljrt,flort,flort,flurt,Train
440,mild,mtld,mvld,mbld,muld,meld,meld,Train
441,nicke,ntckd,ncckp,nzckh,necku,nacku,nicku,Test
442,weste,wvstz,wrsth,wksts,wasta,wosti,wusto,Train
443,eber,cbjr,pbvr,vbmr,ebur,abir,obar,Train
444,chef,chgf,chwf,chff,chif,chif,chif,Train
445,prado,prxdb,prxdj,prndb,produ,pruda,prede,Train
446,grat,grvt,grjt,grqt,grot,grot,gret,Train
447,bank,bvnk,bnnk,bdnk,benk,bonk,bunk,Train
448,hakte,hjktv,hkktx,hkkty,hukto,hukti,huktu,Train
449,hafte,hnftr,hdfty,hmfty,hufta,hifti,hefto,Train
450,tross,trhss,trpss,trfss,trass,triss,trass,Train
451,betet,bhtmt,bwtvt,bntvt,botot,butot,batut,Test
452,wirst,wbrst,wqrst,wprst,werst,werst,werst,Train
453,leder,lpdsr,lbdrr,lkdkr,ludor,ladar,ledir,Train
454,silke,snlkw,sklkm,sflkg,selku,sulku,solko,Train
455,mass,mgss,mvss,mmss,moss,moss,mess,Test
456,boee,bqfq,btmq,bvyg,boii,baii,boou,Train
457,mehl,mxhl,mjhl,mvhl,muhl,mohl,muhl,Test
458,dakar,dfkmr,dsktr,dwkqr,dukur,dikor,dekur,Train
459,sog,sxg,srg,shg,sig,seg,sug,Test
460,kippt,kqppt,kdppt,kyppt,keppt,kappt,kuppt,Train
461,sud,sgd,sfd,swd,sod,sod,sad,Train
462,tritt,trktt,trttt,trdtt,tratt,tratt,trett,Train
463,iss,xss,lss,zss,oss,oss,oss,Test
464,augen,njgsn,hmghn,sngrn,oagan,oagan,eigan,Test
465,oleg,ylbg,blmg,blmg,alig,aleg,ulag,Train
466,kuehl,kfqhl,kklhl,kmvhl,koohl,keohl,kiehl,Train
467,feile,fnjlh,fgzly,fsblm,failo,foalo,fuolo,Train
468,bands,btnds,btnds,bdnds,binds,bonds,bends,Train
469,polar,pblqr,pflrr,psllr,pilor,poler,peler,Train
470,gucke,gkckk,gfckk,gbckl,gecka,gicka,gucku,Train
471,rohe,rwhn,rrhj,rhhv,reho,rohi,rihe,Train
472,eines,ccngs,kfnks,pcnbs,eones,ounis,uanas,Train
473,artus,frtzs,krtps,jrtfs,ertas,urtus,ertas,Train
474,jones,jxnss,jrnys,jtncs,janus,jinas,junas,Train
475,wall,wnll,wdll,wsll,woll,woll,well,Train
476,dumas,dtmfs,dvmfs,ddmcs,domes,dimes,dimas,Train
477,chip,chvp,chqp,chjp,chep,chup,chap,Train
478,zwist,zwrst,zwmst,zwzst,zwost,zwust,zwost,Train
479,gebot,gwbbt,ggbjt,gtbvt,gibut,gibit,gibot,Train
480,tippe,tnppx,trppg,tqppt,toppe,tappi,tuppi,Train
481,ranke,rknkv,rpnks,rbnkf,renke,ranko,renke,Train
482,faxt,fqxt,ftxt,frxt,fext,fuxt,foxt,Train
483,dogge,dvggm,dzggd,dnggb,daggi,diggi,dogga,Train
484,weib,wzkb,wkrb,wrxb,waub,woab,wuob,Train
485,belle,bcllr,bwlld,bpllp,bella,bolla,bella,Test
486,rolex,rjlpx,rdlvx,rglvx,ralax,rulox,rilix,Train
487,engel,rnghl,wngwl,rngpl,ongal,ongul,ongil,Train
488,braue,brtnc,brcmt,brgfq,braoa,broee,breie,Train
489,genom,ggnrm,gfnfm,gqnvm,ginom,gunum,gunem,Train
490,polin,ptldn,pxlnn,pllpn,pilin,palen,pilen,Train
491,image,nmmgz,vmxgt,pmmgp,amuge,imago,omiga,Test
492,beim,bkkm,bdpm,bgdm,boam,baem,boam,Train
493,link,lvnk,lpnk,ldnk,lenk,lunk,lonk,Train
494,photo,phktw,phrtf,phptw,phota,photi,phatu,Test
495,ente,wntd,tntc,fntz,onta,inta,entu,Train
496,zeigt,zwfgt,zkkgt,znzgt,zaugt,zeogt,zoogt,Train
497,putzt,pptzt,pytzt,phtzt,potzt,potzt,pitzt,Train
498,dekan,dwkzn,dlkbn,dwkln,dukan,dukon,dekun,Train
499,human,hcmdn,hrmrn,hzmgn,hemin,hemen,heman,Train
500,krams,krlms,krbms,krrms,krims,krems,krems,Train
501,ticke,tjckf,thcky,tnckv,ticka,tucko,tucko,Train
502,finne,fjnnp,fknnh,frnnk,fanne,fennu,fenna,Train
503,lobt,lpbt,lbbt,lnbt,libt,lubt,libt,Train
504,forst,flrst,fjrst,fmrst,farst,ferst,ferst,Train
505,leere,lhtrw,lldrw,lfhrr,learo,lairo,loure,Test
506,zwar,zwbr,zwkr,zwcr,zwur,zwer,zwir,Train
507,saege,sdsgb,slqgn,sysgh,soagu,seugi,suagu,Train
508,gabe,gybh,grbl,gcbf,gibo,gabu,gaba,Train
509,bull,bwll,bsll,bpll,boll,boll,bell,Train
510,zart,zvrt,zprt,zxrt,zurt,zirt,zirt,Train
511,zumal,zhmgl,zxmhl,zbmvl,zimil,zamal,zemul,Test
512,werte,wlrtl,wnrty,wvrtw,wertu,wirta,wortu,Test
513,weges,wygxs,wmgbs,wwgqs,wages,woges,wugos,Train
514,narrt,ntrrt,ngrrt,nfrrt,nerrt,nurrt,nurrt,Train
515,taxi,tbxm,tnxd,tnxf,texo,tuxo,tuxu,Train
516,loyal,lsyvl,lhyvl,ljyrl,layal,leyil,liyel,Train
517,blech,blsch,blzch,blnch,blich,blach,blach,Test
518,dort,dcrt,drrt,dfrt,dart,durt,dert,Train
519,genau,ghnzp,gjngz,gbncc,giniu,ginii,ganiu,Train
520,denkt,drnkt,ddnkt,dbnkt,dinkt,donkt,dinkt,Train
521,mast,mgst,msst,mwst,must,must,must,Train
522,ewige,mwdgb,twfgc,rwvgd,iwagu,ewage,ewoge,Test
523,kotze,kftzv,kqtzs,kvtzz,katzo,kotzu,kitzu,Train
524,tage,tbgc,tqgh,tjgv,tego,tuge,tago,Test
525,puff,pmff,phff,pnff,peff,peff,peff,Train
526,usus,ksqs,zszs,msqs,eses,asus,usos,Train
527,lenz,ldnz,lpnz,lknz,lunz,lonz,lonz,Train
528,angst,sngst,lngst,yngst,ungst,engst,engst,Test
529,sogar,svgnr,sngtr,sxgfr,soger,sogor,siger,Train
530,modus,mjdds,mydls,mldhs,medus,medis,medus,Train
531,amen,nmmn,smpn,zmhn,emon,eman,imun,Train
532,eder,hdyr,gdcr,pdsr,uder,udar,udur,Train
533,bern,bvrn,bprn,bgrn,barn,barn,barn,Train
534,neffe,njffm,nvffm,nbffs,naffe,naffo,noffe,Train
535,zaire,zqqrq,zsdrq,zdbrw,zeiri,zuora,zoura,Train
536,type,typx,typl,typj,typu,typo,typo,Test
537,clubs,clmbs,clrbs,clfbs,clobs,clebs,clebs,Train
538,fisch,fssch,fhsch,flsch,fasch,fasch,fasch,Train
539,per,pmr,pjr,pkr,por,pir,pir,Train
540,seile,sndld,skhlc,scnlw,siulu,soula,soeli,Test
541,danks,dhnks,dtnks,dknks,denks,donks,donks,Train
542,sauen,srfqn,svcjn,sjrgn,soian,saoan,saiun,Train
543,kecke,kccky,kfcky,krckh,kocki,kecka,kicko,Train
544,borke,byrkw,btrkp,bnrkb,berka,borku,berko,Train
545,werfe,wdrft,wdrfp,wyrfp,wirfa,worfo,wurfe,Train
546,sonde,scndk,smndd,sfndx,sendo,sinda,sendi,Train
547,muell,mgkll,mcqll,mshll,meell,moell,miull,Train
548,cent,ccnt,cmnt,csnt,cont,cint,cont,Train
549,abk,cbk,bbk,bbk,obk,ibk,ibk,Train
550,ekels,lktls,jkbls,xkcls,ukals,ukals,ikals,Train
551,tun,trn,tfn,tqn,tin,tin,ten,Train
552,ehrte,ghrtp,hhrtj,yhrtp,ihrte,ohrte,ohrto,Train
553,fabel,fpbvl,fgbpl,fdbpl,fubal,fibol,fubol,Train
554,wanne,wznny,wvnnt,wlnnc,winni,winnu,winna,Train
555,reise,rpnsk,rpmsr,rtrsm,riisu,riasa,raasi,Train
556,lecks,lccks,lmcks,lvcks,licks,licks,lacks,Train
557,wahns,wvhns,wthns,wrhns,wuhns,wohns,wuhns,Train
558,faun,fygn,frln,fvln,fiun,fean,foun,Train
559,loten,ljtfn,lxtrn,lhttn,letan,laten,laten,Train
560,tiki,tjkp,thkb,tckz,teko,tuka,toka,Train
561,schur,schzr,schfr,schbr,schir,schor,schir,Train
562,hurte,hzrtk,hrrth,hrrtt,hortu,horto,hortu,Train
563,oelen,kclbn,tllqn,cblbn,aolun,aulen,iulin,Test
564,kropf,krjpf,krzpf,krkpf,krapf,krapf,kripf,Test
565,sacks,sycks,szcks,stcks,socks,secks,secks,Train
566,gerd,glrd,gprd,gkrd,gard,gurd,gird,Train
567,leihe,lvghr,lzqhr,ltnhr,luihi,luuhi,leuha,Train
568,runen,rrnkn,rnnxn,rtnmn,rinan,rinun,ronon,Train
569,falls,fmlls,fylls,fdlls,fills,fills,fulls,Train
570,saee,szvb,sdbh,srww,saei,sueo,seao,Train
571,anmut,gnmyt,ynmrt,snmwt,unmet,inmot,enmut,Train
572,ledig,lxdvg,lgdqg,lgdng,ledog,lidug,ludog,Train
573,stern,stwrn,sttrn,sthrn,starn,sturn,sturn,Train
574,kelch,kslch,kvlch,ktlch,kulch,kolch,kalch,Train
575,oft,vft,qft,sft,ift,aft,aft,Train
576,bat,bbt,bnt,blt,but,bet,bet,Train
577,giro,gbry,gnrd,glrs,guro,goro,giri,Train
578,sodom,szdfm,ssdbm,sldvm,sedam,sadam,sadum,Test
579,faxe,fkxm,fyxc,fmxq,foxa,fixo,fuxo,Train
580,echt,gcht,mcht,vcht,ucht,ocht,ocht,Train
581,gilde,gtldg,gyldl,gtldl,goldu,guldu,geldu,Train
582,patin,pstvn,pntpn,pdtkn,patan,pitan,piton,Train
583,elan,jlqn,blsn,klyn,olon,elun,elun,Train
584,lockt,llckt,ljckt,lxckt,lickt,lackt,lickt,Train
585,linné,lnnné,lwnné,ljnné,lunné,lonné,lonné,Test
586,plans,pllns,plsns,plvns,plins,plins,plins,Train
587,lax,lwx,lqx,lhx,lox,lix,lex,Test
588,mars,mrrs,mtrs,mvrs,mors,mors,mers,Train
589,schuf,schgf,schff,schxf,schif,schef,schof,Train
590,des,dfs,drs,dxs,dos,dos,dis,Train
591,durst,dcrst,dxrst,dtrst,dorst,derst,darst,Train
592,malve,mslvx,mglvl,mqlvm,melvi,malva,molve,Train
593,zuzog,ztzpg,zbzqg,zzzjg,zozag,zazig,zuzug,Train
594,berta,bhrty,bmrtj,byrtl,barto,burti,burta,Train
595,glueh,glkrh,glwvh,glxph,gloeh,glioh,gleah,Train
596,genie,grnmv,gnnrz,gbnrk,gonee,genoa,gonua,Train
597,somit,szmft,ssmkt,sgmpt,somet,sumut,samut,Train
598,piepe,pfppm,pgxpy,pldpr,poupe,puupu,paepa,Train
599,tumor,tsmrr,txmfr,tkmbr,tamur,tamur,timir,Train
600,wer,wfr,whr,wrr,wur,wur,wur,Train
601,task,tpsk,tlsk,tgsk,tusk,tusk,tusk,Train
602,hemd,hkmd,hcmd,hbmd,humd,humd,himd,Test
603,jedes,jxdhs,jrdjs,jgdrs,jodas,jades,jadus,Train
604,ozon,vzpn,bzrn,dzmn,azin,ezan,ezin,Train
605,solo,srlf,sply,stlf,sulu,sela,sale,Train
606,diode,drydj,dxndy,dcmdn,duodo,daode,diadi,Train
607,labt,ljbt,lxbt,lbbt,lubt,libt,lubt,Train
608,hitze,hktzy,hztzk,hrtzf,hotze,hatzu,hotza,Train
609,rock,rkck,rcck,rpck,rick,rick,rick,Train
610,haelt,hwklt,hvflt,hhqlt,hiilt,huelt,hoolt,Train
611,reibe,rvwbm,rzdbq,rnkbm,raeba,riibu,raabu,Train
612,pilz,pflz,ptlz,pnlz,palz,pulz,palz,Test
613,wohle,wxhlk,wthlr,wshlq,wahlu,wuhlo,wehlu,Train
614,mir,myr,mcr,mxr,mur,mor,mur,Train
615,kinn,klnn,kcnn,ksnn,kenn,kenn,kenn,Train
616,falte,fbltz,fflts,flltl,faltu,filto,folto,Train
617,panik,pnnwk,psnyk,psndk,ponik,panek,punuk,Train
618,bohrt,brhrt,byhrt,byhrt,bahrt,bihrt,bihrt,Train
619,code,ccdx,cpdw,csdb,cudo,codo,cudo,Train
620,zinns,zpnns,zgnns,zbnns,zenns,zenns,zanns,Train
621,muten,mntsn,mttpn,mxtkn,maten,matun,metin,Train
622,negro,nkgrs,nzgrf,nngrw,nigre,nigri,negri,Train
623,kramt,krdmt,krbmt,krlmt,krumt,krimt,krimt,Train
624,floss,fltss,fltss,flkss,fless,fliss,fless,Train
625,saufe,stpfn,skzfs,sypfm,siafo,seifo,siifo,Train
626,rieft,rswft,rglft,rlyft,raift,riift,rooft,Train
627,huf,hcf,hhf,hxf,hif,hef,hif,Train
628,barem,bcrtm,bhrmm,brrzm,boram,borum,berum,Train
629,spin,spwn,spxn,sppn,spon,spon,spen,Train
630,quarz,qprrz,qqqrz,qmsrz,qoirz,qearz,quurz,Test
631,pacht,pzcht,prcht,pncht,pecht,pecht,pecht,Train
632,mault,mldlt,mdxlt,mlklt,mielt,mialt,meelt,Train
633,sanft,svnft,synft,sxnft,sunft,senft,sunft,Train
634,dogma,dxgmd,djgmx,dzgmv,digmu,dugmo,digma,Train
635,dutt,dytt,dltt,dvtt,dett,dott,dett,Train
636,laxen,lyxjn,lfxcn,lcxhn,loxan,luxen,luxin,Train
637,bilde,bnldg,bvlds,bcldn,bulda,beldu,bolde,Test
638,see,sns,stk,smg,soe,soo,suu,Train
639,kults,kklts,ktlts,kplts,kalts,kalts,kolts,Test
640,baums,bntms,brxms,bhbms,buims,baoms,buims,Train
641,dito,dptj,dqtl,dhtr,dita,doto,dete,Train
642,bei,bzs,bbx,bbn,beu,bae,boi,Train
643,edle,kdlt,bdlh,hdlx,udle,edlo,adli,Train
644,zeuge,zjpgr,zhkgb,zsygf,zaogi,ziaga,ziuge,Train
645,ober,wbqr,pbxr,hbnr,obir,obur,ibar,Train
646,fuer,fdpr,fwqr,fphr,faar,fiar,fuar,Train
647,mutet,mstlt,mqtkt,mhtct,motot,matot,matit,Train
648,pater,pztrr,pjtwr,pcthr,petar,putor,putor,Train
649,sing,snng,sqng,sjng,sung,sung,sung,Train
650,roger,rmggr,rxghr,rfgwr,rugur,riger,rogar,Train
651,sitte,smttr,swtth,snttj,satti,setti,sotti,Train
652,mixe,mqxz,mrxk,mhxq,moxo,muxi,maxa,Train
653,taub,tybb,tlyb,tlxb,teib,teab,teib,Train
654,derbe,dyrbx,dnrbt,dtrbm,dirbo,dorbi,durbo,Train
655,soli,sjls,sclp,sslp,suli,sule,sala,Train
656,zofen,zcfpn,zffzn,zffjn,zufun,zifin,zafen,Train
657,riebe,rykbd,rsvbz,rrlbn,reubi,reobu,raiba,Train
658,heber,hrbjr,hmbnr,hybyr,hebar,hobor,hibor,Test
659,colt,cqlt,cqlt,czlt,calt,calt,celt,Test
660,koeln,kjjln,kpqln,kynln,kooln,kueln,kaaln,Test
661,puder,pwdqr,pcdpr,pndsr,padir,podir,podor,Train
662,binse,bbnsx,bgnsg,bxnsh,bunse,binsi,banse,Train
663,kuba,kmbq,kwby,kjbb,kabu,kobi,kubu,Train
664,club,clpb,clxb,clfb,clib,clab,clab,Train
665,emil,kmvl,dmcl,hmyl,emol,amol,umol,Train
666,saft,sjft,spft,szft,suft,seft,sift,Train
667,real,rhrl,rydl,rwfl,reol,rial,riul,Train
668,kakao,kwkxx,kckzs,kxkjz,kikio,kakaa,kekuo,Train
669,lach,lxch,lmch,lnch,luch,luch,luch,Train
670,zehnt,zthnt,zthnt,zkhnt,zahnt,zahnt,zohnt,Train
671,passt,ppsst,pysst,pfsst,posst,pusst,posst,Train
672,kiste,ksstq,kzstf,kcstx,kosti,kesti,kisto,Test
673,amsel,zmsml,rmsnl,cmsvl,emsel,omsol,omsol,Test
674,gasse,gmsss,gxssh,grssh,gussa,gussa,gussu,Test
675,minis,mpnvs,msnks,mbnks,menas,monus,menus,Train
676,baer,btfr,bntr,bwgr,beur,bear,boer,Train
677,guten,gvttn,gmthn,glttn,gatin,gutan,getin,Train
678,teddy,twddy,tfddy,tpddy,toddy,taddy,tiddy,Train
679,haust,hvsst,hlrst,hxdst,hiist,haost,huust,Train
680,keins,khyns,ktbns,kqfns,kauns,kiins,kauns,Train
681,serum,swrqm,skrmm,scrym,sirom,sorim,sorim,Train
682,pfade,pfldf,pfrdf,pfxds,pfudi,pfode,pfido,Test
683,wind,wvnd,wxnd,whnd,wond,wond,wend,Train
684,sanyo,srnyv,spnyt,slnyh,senyu,sonya,senyi,Train
685,sauft,stkft,sjsft,sgbft,siaft,sioft,sioft,Train
686,achse,gchsl,cchsf,pchsg,uchso,achsa,ichso,Train
687,bade,bgdp,btdr,bhdj,bodu,buda,budi,Train
688,zwang,zwxng,zwhng,zwsng,zwung,zwung,zweng,Train
689,jobbe,jzbbn,jfbbr,jfbbl,jubba,jubba,jobbo,Train
690,makro,mtkrs,mykrc,mhkry,mukre,mokru,mokri,Train
691,leiht,lznht,ldrht,lqzht,loiht,leuht,laiht,Train
692,zwirn,zwzrn,zwxrn,zwmrn,zwarn,zwarn,zwurn,Test
693,dealt,dxzlt,dnflt,dtplt,diolt,daolt,duelt,Train
694,vers,vmrs,vlrs,vdrs,virs,vars,vurs,Train
695,witz,wctz,wztz,wftz,wotz,watz,wotz,Train
696,loses,lxsts,lbsys,lgsts,lasas,losis,losis,Train
697,hedy,hxdy,hpdy,hrdy,hudy,hody,hody,Train
698,erwin,brwkn,hrwpn,yrwtn,orwun,urwen,irwen,Train
699,lehre,lfhrk,lchrm,lrhrb,lahro,luhre,lehra,Test
700,rufen,rnfmn,rgfdn,rmfvn,rifun,rofun,rofon,Test
701,stets,stbts,stnts,stwts,stots,stots,stits,Train
702,set,sht,smt,sdt,sat,sut,sat,Test
703,desto,dxsty,dtsty,dmsth,dustu,desta,distu,Train
704,ahmt,hhmt,hhmt,whmt,ehmt,ihmt,ihmt,Train
705,sass,sqss,sjss,sbss,siss,soss,soss,Train
706,ode,kdp,ndx,wdc,edo,edo,idu,Train
707,tors,tdrs,twrs,tsrs,tirs,tars,ters,Train
708,scham,schmm,schrm,schkm,schem,schom,schem,Train
709,tatar,thtcr,twtrr,tltmr,titir,titir,tutir,Train
710,abtun,xbtbn,tbtmn,lbtxn,obton,obtan,ubten,Train
711,summa,svmml,sbmmg,shmmq,somme,samma,sammu,Train
712,isaac,lswvc,csqzc,vshwc,isuac,aseec,esiic,Train
713,gans,gbns,ghns,gsns,gins,gens,gons,Train
714,paars,pmtrs,phhrs,pkrrs,puars,piars,poirs,Train
715,alice,wldcx,slncm,gldcs,eleco,ilaco,olaci,Train
716,vogt,vggt,vkgt,vkgt,vigt,vegt,vigt,Train
717,indes,wndzs,nndss,qndws,andes,endis,ondes,Test
718,busen,bcsbn,bzsrn,bcscn,bosen,busun,bisin,Train
719,heiko,hwxkz,hbbkx,hbskl,hauke,heaki,huoki,Test
720,talg,tplg,tslg,tylg,tulg,tilg,telg,Train
721,pushe,phshg,pjsht,pqshl,pisho,peshi,pishe,Test
722,welkt,wjlkt,wtlkt,wvlkt,wilkt,wilkt,wilkt,Test
723,acta,wctk,wcth,bctl,icta,icti,acte,Train
724,misst,mpsst,mjsst,mxsst,masst,mosst,masst,Train
725,titos,tytcs,thtgs,tvtws,tetes,titis,tetas,Train
726,gelb,gzlb,gxlb,gllb,gilb,galb,galb,Train
727,fromm,frymm,frfmm,frsmm,frumm,frumm,frimm,Train
728,lose,lssw,llsr,lssc,lase,lusi,lisu,Train
729,zupf,zmpf,zwpf,zhpf,zipf,zepf,zepf,Train
730,hobby,hpbby,hqbby,hmbby,hebby,hibby,habby,Train
731,neger,nwgzr,nzgbr,nggtr,nugir,nigur,nugar,Train
732,salzt,stlzt,stlzt,sblzt,solzt,silzt,silzt,Test
733,asiat,rstzt,jsbft,dsxct,asuot,iseat,isoit,Train
734,paul,pjfl,psll,pnyl,peul,paol,poal,Train
735,diaet,djxxt,dntwt,dfyht,daoet,dioet,duiat,Train
736,trabe,trsby,trybc,trnbt,trobe,treba,trebu,Train
737,tut,tqt,tft,tst,tit,tet,tet,Train
738,wurst,wqrst,wdrst,wmrst,worst,worst,worst,Train
739,kuss,krss,kmss,kcss,koss,kass,kiss,Train
740,ring,rrng,rqng,rlng,rong,rung,rung,Train
741,nerv,nrrv,njrv,ndrv,nirv,nurv,nirv,Train
742,finde,fmndm,fyndf,fvndt,fendo,fendi,fundu,Test
743,freut,frtqt,frgkt,frrlt,fraet,freet,froat,Train
744,logen,lsgpn,lvggn,lbgsn,ligan,lagun,lugin,Train
745,onkel,xnkyl,gnkvl,wnkml,onkil,onkol,ankil,Train
746,purer,pmrbr,plrtr,pmrhr,peror,puror,porir,Train
747,sooft,smgft,svvft,sscft,suoft,saoft,suift,Train
748,zwick,zwdck,zwxck,zwqck,zwack,zwock,zwack,Train
749,affen,nffqn,cffnn,kffmn,uffon,uffan,affun,Test
750,sehne,syhng,svhnx,slhnz,sahna,sohni,sehna,Train
751,fall,fhll,ftll,fcll,full,foll,full,Train
752,holt,hplt,hhlt,hqlt,hilt,helt,hult,Train
753,gurke,gprkl,gqrkq,ggrkh,gerki,girko,garku,Test
754,klare,klkrl,klvrf,klvrc,klura,klora,kliro,Train
755,kohl,klhl,kchl,kxhl,kehl,kihl,kuhl,Test
756,taxis,twxks,thxqs,ttxbs,taxes,tixus,tixas,Train
757,hofes,hmfls,hqfns,hlfgs,hufus,hifes,hafes,Train
758,trau,trrl,trjb,trnb,truo,triu,truo,Test
759,roman,rnmbn,rgmrn,rnmfn,ruman,ramen,remon,Train
760,asche,yschm,nschy,pschx,oschi,oscho,oscho,Train
761,turin,tnrln,txrln,twrtn,turan,turan,torun,Train
762,queen,qtyfn,qxzln,qyvsn,qiion,qiean,qaein,Train
763,mine,msnd,mynp,mznn,moni,mone,manu,Train
764,links,lbnks,lnnks,lhnks,lonks,lunks,lenks,Train
765,wagen,wpggn,wfgvn,wsgcn,wegan,wugin,wigon,Train
766,bunt,bnnt,bpnt,bdnt,bent,bant,bont,Train
767,topas,tgpxs,thpns,thpzs,topos,tupes,tupes,Train
768,hohen,hnhqn,hyhvn,hphpn,hihin,hehon,huhin,Train
769,lehne,lnhnb,lchnp,lnhny,luhno,luhno,luhno,Train
770,parts,pprts,plrts,pfrts,ports,purts,purts,Test
771,kuer,kprr,kjdr,kmrr,kiir,kiur,keor,Train
772,spatz,spvtz,spstz,spltz,sputz,spotz,sputz,Train
773,alex,vlyx,wlnx,klwx,ulax,olox,olox,Train
774,durch,dkrch,dzrch,dbrch,dorch,darch,dorch,Train
775,arger,krgtr,xrgjr,trgdr,erger,irgar,irgir,Test
776,oeden,rvdyn,pwdyn,fwdzn,aadon,uidun,aodan,Train
777,halm,hhlm,hvlm,hllm,hilm,hilm,hulm,Train
778,sack,slck,szck,sxck,suck,seck,seck,Train
779,holz,htlz,hflz,hllz,helz,halz,hilz,Test
780,hoere,hbnrw,hnmrv,hftrs,heero,haire,hoaru,Test
781,spuke,spjks,spckm,spxkf,spoka,spake,speku,Test
782,fests,flsts,ftsts,fnsts,fists,fasts,fasts,Train
783,damm,dhmm,dfmm,dsmm,demm,domm,demm,Train
784,setzt,sbtzt,sxtzt,sctzt,satzt,satzt,satzt,Test
785,rom,rmm,rnm,rcm,ram,rim,ram,Test
786,strom,strnm,strdm,strnm,strem,stram,strem,Train
787,lauft,lyzft,lshft,lzqft,lioft,leeft,laoft,Train
788,biest,bgmst,bkcst,bvpst,boest,buost,beest,Test
789,edgar,ndgmr,gdgkr,fdgpr,udger,odger,adgar,Train
790,genen,gqntn,gtnpn,gtnsn,genan,gonon,ganin,Train
791,birke,bhrkw,bbrkt,bsrkn,barka,berka,burke,Train
792,sinnt,ssnnt,spnnt,swnnt,sannt,sannt,sannt,Test
793,mich,mlch,mhch,mwch,moch,mech,mech,Train
794,kanal,kwnhl,kqnql,kpnpl,kanol,konel,kinal,Test
795,fair,flqr,fcqr,fvfr,foer,fear,fiir,Train
796,grimm,grhmm,grhmm,grxmm,grumm,grumm,grumm,Test
797,basar,bbsbr,bnsfr,bqsyr,bisir,bosur,bosar,Train
798,sauer,sbdmr,sfqkr,svdlr,siuor,suoer,siuir,Train
799,gutes,gwtws,ghtds,grtrs,gatis,getas,gatis,Train
800,worte,wwrtd,wprtq,wsrtn,wirti,worto,wurta,Train
801,euter,pdtjr,zxthr,txtnr,ietur,uitur,eitur,Train
802,klon,klwn,klmn,klhn,klin,klin,klin,Train
803,dehne,dthnj,dfhnj,ddhng,dehnu,dohni,duhnu,Train
804,wohnt,wkhnt,wghnt,wghnt,wahnt,wuhnt,wahnt,Train
805,sony,szny,sqny,spny,siny,suny,seny,Train
806,tiger,tbggr,tggvr,twggr,tager,tagir,tigur,Train
807,fermi,fgrmv,fvrmt,fsrmt,fermu,furmi,fermu,Train
808,sicht,sdcht,sbcht,srcht,secht,socht,socht,Train
809,duft,dlft,dbft,dxft,dift,doft,dift,Train
810,oele,twld,yxlh,hylf,aolu,eale,oolo,Train
811,nahe,ndhy,nkhq,nhhp,nuhi,nuhu,nihe,Train
812,haag,hwrg,hndg,hnwg,hiig,heig,haeg,Test
813,aal,pvl,bql,zxl,oal,oul,aol,Train
814,efeu,kfnb,pfqq,mffz,efii,ofoe,efeo,Train
815,songs,shngs,stngs,srngs,sings,sangs,sangs,Train
816,feder,fgdtr,fmdtr,frdsr,fador,fudar,fidar,Test
817,eilt,brlt,czlt,qjlt,oult,aalt,aalt,Test
818,hades,hfdqs,hwdbs,hwdgs,hedis,hadus,hodas,Train
819,jul,jnl,jxl,jdl,jal,jel,jil,Train
