;String;cond;t_t;
947;Kjmf;CS;Train;82
948;Wfrv;CS;Train;47
949;hjkt;CS;Train;45
950;Jdlb;CS;Test;18
951;Dvck;CS;Train;34
952;Bczr;CS;Test;15
953;Skfb;CS;Train;75
954;mfgs;CS;Train;50
955;Syhx;CS;Test;3
956;Chmr;CS;Train;58
957;Tqpp;CS;Train;32
958;Lsst;CS;Train;35
959;Fhrt;CS;Train;44
960;rjnd;CS;Test;6
961;Lbyb;CS;Train;49
962;Hggm;CS;Train;42
963;Flxr;CS;Train;95
964;Bnnt;CS;Train;95
965;Htdl;CS;Test;7
966;Nbmn;CS;Train;92
967;bcct;CS;Train;37
968;hrll;CS;Test;5
969;Wxqb;CS;Train;26
970;Mbck;CS;Train;87
971;Cgfé;CS;Train;89
972;trbv;CS;Train;36
973;Gtmg;CS;Train;31
974;Twrm;CS;Test;0
975;fpsn;CS;Test;4
976;Rwth;CS;Test;13
977;hphb;CS;Train;57
978;flrg;CS;Train;51
979;fpsl;CS;Train;21
980;Svft;CS;Train;55
981;plws;CS;Train;59
982;Gnnv;CS;Train;73
983;Mbdn;CS;Test;14
984;Zzlt;CS;Train;65
985;jcnn;CS;Train;37
986;lpvl;CS;Train;97
987;Xsll;CS;Test;2
988;Grtz;CS;Train;72
989;Svlz;CS;Test;16
990;wsrf;CS;Test;19
991;vkrm;CS;Train;25
992;Shrg;CS;Train;62
993;Chlf;CS;Train;44
994;Ltgt;CS;Train;32
995;Rqft;CS;Test;12
996;Fgrd;CS;Train;45
997;kgqf;CS;Test;9
998;Lkbt;CS;Train;43
999;Zsdn;CS;Train;98
1000;Rqtc;CS;Train;33
1001;Bchn;CS;Test;1
1002;Sdfg;CS;Test;1
1003;Pfrd;CS;Train;35
1004;Kchg;CS;Train;60
1005;Tvst;CS;Train;63
1006;Tlnk;CS;Test;17
1007;Tybf;CS;Train;74
1008;dmff;CS;Test;15
1009;Khnt;CS;Test;17
1010;Gryf;CS;Train;32
1011;bhtg;CS;Train;95
1012;rstz;CS;Train;68
1013;Rwnd;CS;Test;9
1014;Nfph;CS;Train;25
1015;Hdns;CS;Test;14
1016;Rssh;CS;Train;97
1017;Mfjs;CS;Test;18
1018;bmsf;CS;Test;8
1019;Fntr;CS;Train;41
1020;Znhn;CS;Train;46
1021;Srbk;CS;Test;13
1022;dryh;CS;Train;73
1023;Lfhn;CS;Train;91
1024;Tgnm;CS;Train;42
1025;Krrn;CS;Train;84
1026;Fztt;CS;Train;43
1027;Bkrg;CS;Train;83
1028;Vjrh;CS;Train;66
1029;jkgt;CS;Test;1
1030;Jqnz;CS;Train;68
1031;rksn;CS;Train;35
1032;Jrdz;CS;Test;0
1033;Hxlm;CS;Train;87
1034;Blxj;CS;Test;15
1035;Kfcn;CS;Train;47
1036;Bwch;CS;Train;69
1037;ltdh;CS;Test;11
1038;Zrrr;CS;Train;73
1039;rwff;CS;Train;23
1040;Hzhn;CS;Test;1
1041;zgyt;CS;Train;67
1042;Hwrt;CS;Train;99
1043;Mkrs;CS;Test;5
1044;Rjhr;CS;Train;89
1045;Wwnt;CS;Train;55
1046;Zbyn;CS;Train;53
1047;Mjrc;CS;Train;64
1048;njnv;CS;Train;83
1049;Dxft;CS;Train;67
1050;Srbt;CS;Train;56
1051;Kttc;CS;Train;87
1052;trst;CS;Test;10
1053;Nvst;CS;Test;0
1054;Sttb;CS;Test;0
1055;Mldb;CS;Train;57
1056;lvhm;CS;Train;21
1057;Klrb;CS;Train;99
1058;Jxng;CS;Train;48
1059;wcrf;CS;Train;77
1060;Kbgl;CS;Train;22
1061;Shgq;CS;Train;27
1062;Vvll;CS;Test;13
1063;wygt;CS;Train;46
1064;htng;CS;Train;73
1065;lscs;CS;Train;28
1066;Gnhm;CS;Train;65
1067;Mhnp;CS;Train;81
1068;Hksg;CS;Train;98
1069;grsb;CS;Train;36
1070;Jhrb;CS;Train;40
1071;Hflb;CS;Train;83
1072;Wdrt;CS;Test;11
1073;Wwhr;CS;Train;60
1074;Gpxr;CS;Train;86
1075;Dzsq;CS;Train;32
1076;Bsdc;CS;Train;52
1077;Kjbs;CS;Train;96
1078;hhtl;CS;Test;8
1079;Hpft;CS;Test;19
1080;Bvsn;CS;Train;42
1081;Svng;CS;Train;26
1082;tqhl;CS;Train;94
1083;stpr;CS;Train;91
1084;Pjkt;CS;Train;90
1085;Bqck;CS;Train;27
1086;Rfng;CS;Train;31
1087;Sldl;CS;Train;29
1088;rxht;CS;Test;14
1089;Lfbg;CS;Train;34
1090;Wzrm;CS;Train;91
1091;Wcrf;CS;Train;25
1092;byjh;CS;Train;100
1093;Ksks;CS;Train;40
1094;qkrr;CS;Train;99
1095;Rfft;CS;Train;71
1096;Yrks;CS;Train;54
1097;hgbt;CS;Train;85
1098;Bmsh;CS;Train;25
1099;Dzpp;CS;Test;12
1100;Tbrm;CS;Train;43
1101;Tbpf;CS;Test;5
1102;Mxmm;CS;Train;56
1103;Gcng;CS;Train;53
1104;Zjll;CS;Train;87
1105;Rzcn;CS;Train;47
1106;rfgt;CS;Test;11
1107;ftmq;CS;Test;17
1108;Dwrk;CS;Train;50
1109;Trlp;CS;Train;87
1110;Qnvl;CS;Train;87
1111;Flgt;CS;Train;63
1112;Wzld;CS;Train;27
1113;Nfsr;CS;Train;69
1114;Rpll;CS;Test;17
1115;Sbxl;CS;Train;70
1116;Lpch;CS;Train;77
1117;Mvbn;CS;Train;49
1118;Dlmm;CS;Train;81
1119;Kbks;CS;Train;61
1120;Btrn;CS;Train;83
1121;Gfns;CS;Train;46
1122;Vctd;CS;Train;47
1123;Ndrd;CS;Test;19
1124;Tnch;CS;Train;61
1125;Kpnn;CS;Test;6
1126;Frcl;CS;Train;85
1127;Rrvn;CS;Train;22
1128;jqst;CS;Train;77
1129;Hkrn;CS;Test;10
1130;Rrxt;CS;Train;59
1131;Plst;CS;Test;3
1132;Hcrd;CS;Train;62
1133;Mnng;CS;Train;77
1134;Lkrs;CS;Train;74
1135;Chlt;CS;Train;25
1136;Klvb;CS;Train;34
1137;frfs;CS;Train;55
1138;Fhls;CS;Train;55
1139;Lzmm;CS;Train;29
1140;Knlt;CS;Train;43
1141;Hgll;CS;Train;86
1142;Plgs;CS;Train;32
1143;Hbst;CS;Train;66
1144;Jxwp;CS;Train;61
1145;Bjll;CS;Train;44
1146;Brzw;CS;Train;39
1147;Byrt;CS;Train;94
1148;Hprd;CS;Train;100
1149;Njrv;CS;Test;7
1150;Sslv;CS;Train;77
1151;Rtcb;CS;Train;53
1152;Fhtk;CS;Test;19
1153;Kncx;CS;Test;20
1154;Jrry;CS;Train;24
1155;fbck;CS;Train;54
1156;Kcrt;CS;Train;87
1157;psst;CS;Train;62
1158;Gxns;CS;Train;91
1159;Synf;CS;Train;82
1160;svng;CS;Train;73
1161;Nftk;CS;Train;43
1162;Nbws;CS;Test;5
1163;Lqvs;CS;Train;21
1164;hlbv;CS;Train;40
1165;svng;CS;Train;93
1166;Rxss;CS;Train;58
1167;Hgrv;CS;Test;0
1168;pqbj;CS;Test;20
1169;grnr;CS;Train;22
1170;Plny;CS;Test;19
1171;Ftlc;CS;Train;49
1172;zmhl;CS;Test;14
1173;Vqsx;CS;Train;49
1174;Wcrt;CS;Train;42
1175;Bdts;CS;Train;83
1176;Blcs;CS;Train;89
1177;Gvpr;CS;Train;80
1178;Fvll;CS;Train;33
1179;Frkt;CS;Train;29
1180;Xxvl;CS;Train;59
1181;zlnh;CS;Train;37
1182;Nlvy;CS;Train;23
1183;Grgs;CS;Train;40
1184;Ffch;CS;Train;84
1185;Hqxr;CS;Test;11
1186;Gdlb;CS;Train;59
1187;Bqnd;CS;Train;36
1188;Mvvs;CS;Train;64
1189;Gznl;CS;Train;79
1190;bzck;CS;Train;82
1191;Lrgt;CS;Train;82
1192;Dbrm;CS;Train;24
1193;Crtz;CS;Test;3
1194;Zmsk;CS;Train;96
1195;Mnss;CS;Train;66
1196;Lsnk;CS;Test;10
1197;Ddmm;CS;Train;49
1198;wwht;CS;Train;42
1199;vmgx;CS;Train;92
1200;mylm;CS;Train;79
1201;jggh;CS;Train;42
1202;Rmff;CS;Train;93
1203;yndw;CS;Test;6
1204;Zqks;CS;Train;98
1205;Wpll;CS;Train;97
1206;Zsst;CS;Train;40
1207;Snts;CS;Train;61
1208;Lyms;CS;Test;4
1209;Hxbt;CS;Train;79
1210;Chcr;CS;Train;88
1211;Tyng;CS;Train;91
1212;gnlb;CS;Train;96
1213;Yllf;CS;Train;89
1214;Sldp;CS;Test;15
1215;Ldpf;CS;Train;78
1216;Krtn;CS;Train;47
1217;Brtn;CS;Test;5
1218;Htck;CS;Test;18
1219;Stpv;CS;Train;42
1220;rkhr;CS;Train;97
1221;Bcng;CS;Train;71
1222;rvch;CS;Train;21
1223;rnss;CS;Train;77
1224;Nvss;CS;Train;67
1225;Krqg;CS;Test;13
1226;zxrt;CS;Test;9
1227;Vgct;CS;Train;22
1228;ghlt;CS;Train;84
1229;flrh;CS;Train;56
1230;wggv;CS;Train;44
1231;Gbmr;CS;Test;17
1232;Ffrz;CS;Train;77
1233;qcdp;CS;Train;75
1234;trdq;CS;Train;72
1235;lslv;CS;Train;49
1236;Khwn;CS;Train;21
1237;Knmm;CS;Train;61
1238;Wnnx;CS;Train;47
1239;Kkhn;CS;Train;63
1240;Lsst;CS;Train;53
1241;wkrd;CS;Train;41
1242;Nvxd;CS;Train;22
1243;Mprk;CS;Train;91
1244;lptt;CS;Test;9
1245;Khrn;CS;Train;53
1246;Bmrs;CS;Train;84
1247;Tqqb;CS;Test;6
1248;Pjff;CS;Train;52
1249;Mmbl;CS;Train;47
1250;Kwlb;CS;Train;56
1251;Ysyl;CS;Train;67
1252;Pjkp;CS;Train;27
1253;Jpzz;CS;Train;66
1254;Swpn;CS;Train;45
1255;Zmmn;CS;Train;38
1256;Llgd;CS;Test;0
1257;Lhdf;CS;Train;35
1258;zrrt;CS;Train;38
1259;Pmrt;CS;Test;12
1260;Pftr;CS;Train;86
1261;Spdy;CS;Train;55
1262;hxdh;CS;Train;35
1263;cngc;CS;Train;38
1264;nlht;CS;Train;22
1265;Kvck;CS;Train;94
1266;Zkll;CS;Train;22
1267;Byys;CS;Train;44
1268;Ztrd;CS;Train;49
1269;Yxgs;CS;Train;64
1270;wxns;CS;Train;73
1271;Tnkt;CS;Train;40
1272;rrst;CS;Train;87
1273;mwlt;CS;Train;64
1274;Lgft;CS;Train;50
1275;Hvrb;CS;Train;42
1276;Ydjn;CS;Train;73
1277;Lfrl;CS;Train;69
1278;Hjlz;CS;Train;51
1279;Dnck;CS;Test;3
1280;Prmg;CS;Test;5
1281;Gjrn;CS;Train;54
1282;Glrt;CS;Train;36
1283;Klch;CS;Train;70
1284;hdlq;CS;Train;75
1285;Dnfm;CS;Train;90
1286;Hkht;CS;Train;63
1287;Kngm;CS;Train;80
1288;Brss;CS;Train;81
1289;Wfgk;CS;Train;72
1290;Spqt;CS;Test;11
1291;Hmpx;CS;Train;24
1292;fshl;CS;Train;62
1293;Fvpn;CS;Train;22
1294;Fcgr;CS;Test;10
1295;Prnf;CS;Train;75
1296;Skxy;CS;Train;99
1297;Vgrs;CS;Train;96
1298;Mshl;CS;Train;48
1299;Lxrr;CS;Test;11
1300;Dsrg;CS;Train;79
1301;Srms;CS;Train;59
1302;Mgnw;CS;Test;17
1303;Bcnn;CS;Train;86
1304;ymbt;CS;Train;41
1305;xklt;CS;Train;80
1306;Zwfr;CS;Train;71
1307;Zrgn;CS;Train;74
1308;Svbn;CS;Train;23
1309;Njzx;CS;Test;0
1310;bmss;CS;Train;91
1311;Pznk;CS;Train;49
1312;ljch;CS;Train;85
1313;Twck;CS;Test;19
1314;Klkn;CS;Train;73
1315;Bbtd;CS;Test;9
1316;tlbc;CS;Train;89
1317;Llgm;CS;Train;39
1318;Rrdn;CS;Train;87
1319;Flnd;CS;Train;75
1320;wghg;CS;Train;39
1321;Mwmp;CS;Test;18
1322;Mrdd;CS;Train;96
1323;Kkhl;CS;Train;37
1324;Hfng;CS;Train;45
1325;Gfng;CS;Train;31
1326;Fxxl;CS;Test;0
1327;Mnrb;CS;Train;52
1328;Tvfr;CS;Train;61
1329;rztt;CS;Test;19
1330;pprv;CS;Train;77
1331;Mdlz;CS;Train;71
1332;Hpll;CS;Train;95
1333;Khfn;CS;Train;26
1334;Bxpm;CS;Train;58
1335;Bwtl;CS;Train;73
1336;Jnrn;CS;Test;16
1337;Jknf;CS;Test;9
1338;Flgh;CS;Train;60
1339;Dmmq;CS;Train;43
1340;Brcv;CS;Test;1
1341;Wvhn;CS;Test;4
1342;Tstd;CS;Test;2
1343;sbmt;CS;Train;71
1344;mlrk;CS;Train;36
1345;Lbst;CS;Test;4
1346;hhld;CS;Train;57
1347;Bqbs;CS;Train;76
1348;Hjfs;CS;Test;0
1349;Dssg;CS;Train;47
1350;Gdbl;CS;Train;75
1351;Wkhr;CS;Train;38
1352;Thgt;CS;Train;77
1353;Rwnc;CS;Train;83
1354;Pptz;CS;Train;50
1355;Nmhc;CS;Train;78
1356;Kddz;CS;Train;91
1357;Jtst;CS;Train;67
1358;Gglt;CS;Train;27
1359;Mlrx;CS;Test;18
1360;hypt;CS;Train;57
1361;Fldl;CS;Train;55
1362;Fqnd;CS;Test;13
1363;thnt;CS;Train;63
1364;Smvd;CS;Train;76
1365;Rqms;CS;Train;31
1366;Pnlz;CS;Test;6
1367;Mqmh;CS;Train;32
1368;Grtk;CS;Test;16
1369;Bbss;CS;Train;86
1370;Wblx;CS;Test;12
1371;Nfrm;CS;Test;11
1372;Lmst;CS;Test;10
1373;lhhh;CS;Test;5
1374;Frhl;CS;Train;33
1375;Xwgg;CS;Train;42
1376;Trgb;CS;Train;72
1377;Pwrt;CS;Train;94
1378;Qmss;CS;Train;81
1379;Jzns;CS;Test;4
1380;Kgff;CS;Test;11
1381;hmhl;CS;Train;53
1382;Bsns;CS;Train;86
1383;Wtnk;CS;Train;89
1384;Rpcz;CS;Test;1
1385;Smzs;CS;Train;86
1386;Vmzb;CS;Train;50
1387;Stkt;CS;Test;20
1388;Lpsn;CS;Train;75
1389;kymt;CS;Train;52
1390;Lmkl;CS;Test;14
1391;Vmlt;CS;Train;93
1392;Twts;CS;Train;59
1393;lcsk;CS;Train;27
1394;Ldvb;CS;Train;47
1395;Pzlz;CS;Train;23
1396;Lnlc;CS;Train;47
1397;Kktz;CS;Train;39
1398;Rlck;CS;Train;96
1399;Hjft;CS;Train;29
1400;rdrl;CS;Train;60
1401;Cprp;CS;Train;65
1402;tkbt;CS;Train;37
1403;Rwqn;CS;Train;37
1404;Rdst;CS;Train;100
1405;Mtsc;CS;Train;91
1406;Dhjl;CS;Train;66
1407;Ztxm;CS;Test;5
1408;Mrst;CS;Train;41
1409;Lxgr;CS;Train;78
1410;Jzts;CS;Test;5
1411;rnng;CS;Train;40
1412;Mlft;CS;Test;0
1413;thrt;CS;Test;1
1414;bhnt;CS;Train;80
1415;Pppj;CS;Train;28
1416;Mxlr;CS;Train;39
1417;Mbyn;CS;Train;85
1418;Ljvs;CS;Train;69
1419;Kltt;CS;Train;56
1420;Hzbw;CS;Test;13
1421;Shcp;CS;Train;57
1422;ljst;CS;Train;89
1423;Lkhm;CS;Train;98
1424;Dhrn;CS;Train;24
1425;Jrnm;CS;Train;29
1426;rsgd;CS;Test;13
1427;Mrhl;CS;Test;16
1428;kthl;CS;Test;20
1429;Bdwl;CS;Train;50
1430;Gsps;CS;Train;69
1431;Gqbz;CS;Test;0
1432;Zljm;CS;Train;61
1433;Vbsx;CS;Test;1
1434;Sqzt;CS;Train;30
1435;Njss;CS;Test;5
1436;Lvys;CS;Train;80
1437;Hzfw;CS;Train;51
1438;Fnnk;CS;Train;40
1439;Blwg;CS;Train;77
1440;Vdcr;CS;Train;86
1441;Thpr;CS;Train;74
1442;Jpms;CS;Train;58
1443;Ljtf;CS;Train;53
1444;Klll;CS;Train;50
1445;Hqts;CS;Train;34
1446;Whrm;CS;Test;3
1447;Nlgg;CS;Train;75
1448;Nbht;CS;Train;50
1449;Jhms;CS;Train;88
1450;Gbtl;CS;Test;3
1451;Bjpl;CS;Train;90
1452;Btdm;CS;Train;76
1453;Rktt;CS;Train;51
1454;lhgh;CS;Test;7
1455;Gjnf;CS;Train;60
1456;Mkks;CS;Train;87
1457;Smys;CS;Test;11
1458;Rrbm;CS;Train;66
1459;Mnps;CS;Test;17
1460;Lyms;CS;Train;45
1461;Kblt;CS;Train;43
1462;Brxt;CS;Train;80
1463;Rdgl;CS;Train;58
1464;Prrd;CS;Train;42
1465;Ljxh;CS;Test;18
1466;Krjb;CS;Test;11
1467;Gbgt;CS;Train;69
1468;Bngs;CS;Train;98
1469;Bnzg;CS;Train;93
1470;Wmlr;CS;Test;10
1471;Vznh;CS;Test;6
1472;Tlnq;CS;Train;28
1473;Rmnd;CS;Test;18
1474;Rmlf;CS;Test;11
1475;Pbsp;CS;Train;78
1476;Pdlz;CS;Test;4
1477;Lhmv;CS;Train;71
1478;kfll;CS;Train;44
1479;Jhtt;CS;Train;33
1480;Dqmk;CS;Train;68
1481;Bqnt;CS;Train;32
1482;Wytt;CS;Train;53
1483;Pspp;CS;Test;3
1484;Pxpt;CS;Train;40
1485;Mrsr;CS;Train;54
1486;Mcgd;CS;Train;64
1487;Klfs;CS;Train;81
1488;Fxhn;CS;Train;40
1489;Snkf;CS;Train;63
1490;zshm;CS;Train;76
1491;Wnzp;CS;Train;25
1492;Lwck;CS;Train;51
1493;Flcp;CS;Test;0
1494;Nmsk;CS;Train;43
1495;Txgs;CS;Train;97
1496;Snls;CS;Train;27
1497;Szld;CS;Train;36
1498;Rbdn;CS;Train;67
1499;Wpjs;CS;Train;76
1500;Mnll;CS;Train;86
1501;Kblz;CS;Train;100
1502;Kshr;CS;Train;81
1503;bbxt;CS;Train;29
1504;Mmmw;CS;Train;69
1505;Wzhr;CS;Train;72
1506;Tfbp;CS;Train;100
1507;Trtt;CS;Train;89
1508;Tnlk;CS;Train;93
1509;rknt;CS;Train;47
1510;kpch;CS;Train;87
1511;Hkrt;CS;Test;12
1512;Hwnb;CS;Train;87
1513;rwlq;CS;Train;76
1514;Qbbs;CS;Train;88
1515;Bdck;CS;Train;23
1516;Znmt;CS;Train;23
1517;wlnd;CS;Train;26
1518;Rkdp;CS;Train;70
1519;ldst;CS;Train;85
1520;Kcym;CS;Train;81
1521;rfhl;CS;Test;17
1522;Qqwz;CS;Train;71
1523;kjmt;CS;Train;67
1524;fmgt;CS;Train;97
1525;Ybtx;CS;Test;9
1526;Vqtn;CS;Train;45
1527;Skny;CS;Test;8
1528;Rdst;CS;Train;98
1529;Klkg;CS;Train;91
1530;Hcfj;CS;Test;0
1531;Drrn;CS;Train;69
1532;Wnhn;CS;Train;74
1533;Tnpg;CS;Train;21
1534;Shmb;CS;Train;41
1535;Rxss;CS;Train;51
1536;Pvmy;CS;Train;68
1537;Pjlt;CS;Train;37
1538;Cncr;CS;Train;77
1539;Rpht;CS;Test;17
1540;rgrc;CS;Train;77
1541;Nhhm;CS;Train;96
1542;mwld;CS;Test;16
1543;klsy;CS;Train;73
1544;tfgt;CS;Train;44
1545;Snbb;CS;Train;49
1546;sznk;CS;Train;65
1547;Stmt;CS;Train;53
1548;rpct;CS;Train;51
1549;Pfyl;CS;Train;28
1550;mpss;CS;Train;51
1551;knss;CS;Train;72
1552;Hzhn;CS;Test;11
1553;Glwt;CS;Train;58
1554;Zgkr;CS;Test;20
1555;wych;CS;Test;8
1556;Sjlq;CS;Train;41
1557;Fvgl;CS;Train;46
1558;Ksrw;CS;Test;2
1559;Kbnh;CS;Train;29
1560;Jwdd;CS;Train;92
1561;Grgt;CS;Train;56
1562;Blnd;CS;Train;41
1563;bknd;CS;Train;81
1564;Tnkr;CS;Train;43
1565;tkgt;CS;Train;44
1566;Sphk;CS;Train;90
1567;rkll;CS;Train;77
1568;Rybb;CS;Test;19
1569;Prgn;CS;Train;26
1570;lwst;CS;Train;25
1571;Kfrg;CS;Train;75
1572;hdgt;CS;Test;4
1573;Tdsr;CS;Test;7
1574;bfdv;CS;Test;0
1575;Swlq;CS;Test;18
1576;Wbrd;CS;Train;95
1577;Hrqn;CS;Train;43
1578;Rvgt;CS;Train;74
1579;Pwtr;CS;Train;39
1580;Knsc;CS;Test;13
1581;Mqhr;CS;Train;41
1582;Kljs;CS;Train;41
1583;Dngy;CS;Train;35
1584;Btyt;CS;Train;65
1585;Hlzn;CS;Train;74
1586;Dclt;CS;Train;59
1587;Dlns;CS;Train;95
1588;Zrms;CS;Train;28
1589;Zcss;CS;Test;19
1590;wktt;CS;Test;10
1591;Hcbp;CS;Test;0
1592;Pqmp;CS;Train;57
1593;Mjlt;CS;Train;34
1594;Lqst;CS;Train;71
1595;Lfjr;CS;Train;34
1596;Kdtl;CS;Train;32
1597;kvhr;CS;Test;10
1598;Kyld;CS;Train;57
1599;hzgt;CS;Train;28
1600;Gmts;CS;Train;38
1601;Gslh;CS;Train;45
1602;Flrn;CS;Train;37
1603;Nrgs;CS;Train;97
1604;lhrx;CS;Train;100
1605;Tdbl;CS;Train;92
1606;Rnhd;CS;Test;15
1607;Npbn;CS;Train;92
1608;lgbt;CS;Train;29
1609;Llpm;CS;Train;68
1610;Ghsz;CS;Train;94
1611;Frth;CS;Train;23
1612;Brbw;CS;Train;86
1613;zxdl;CS;Train;88
1614;rfgt;CS;Test;8
1615;Nlls;CS;Train;84
1616;Ngss;CS;Train;54
1617;kqrt;CS;Train;61
1618;Fqjf;CS;Train;72
1619;Fbnd;CS;Train;75
1620;Brsb;CS;Train;52
1621;hhnr;CS;Test;9
1622;Zjgg;CS;Test;2
1623;wgrr;CS;Train;73
1624;Vhrb;CS;Train;78
1625;Rqtl;CS;Train;81
1626;Ypxl;CS;Train;91
1627;Mjlj;CS;Train;47
1628;Klcd;CS;Test;5
1629;Vgwl;CS;Train;47
1630;Hwrt;CS;Train;94
1631;Gpss;CS;Train;41
1632;ghrb;CS;Test;3
1633;fsdf;CS;Train;31
1634;krbt;CS;Train;73
1635;bych;CS;Train;42
1636;Dmtd;CS;Train;89
1637;Bmnz;CS;Train;58
1638;Lsds;CS;Train;80
1639;wcrb;CS;Train;63
1640;Trmg;CS;Train;22
1641;sglt;CS;Train;77
1642;Smng;CS;Train;98
1643;Rcnd;CS;Train;100
1644;Mrtz;CS;Test;4
1645;Hcpt;CS;Test;19
1646;Hclm;CS;Train;82
1647;Bsbk;CS;Train;66
1648;Tvlt;CS;Train;99
1649;Zktq;CS;Test;14
1650;wtsn;CS;Train;48
1651;Smjt;CS;Test;2
1652;Snft;CS;Train;91
1653;Smqg;CS;Train;63
1654;Mjpp;CS;Train;60
1655;lfbt;CS;Train;26
1656;Kjst;CS;Train;59
1657;Hnnf;CS;Train;96
1658;grlb;CS;Train;64
1659;Grrx;CS;Test;20
1660;bqns;CS;Train;48
1661;Vxrn;CS;Train;46
1662;Zwbt;CS;Train;69
1663;Smgv;CS;Train;38
1664;Rxhr;CS;Train;46
1665;Pkrz;CS;Train;85
1666;lbbw;CS;Train;21
1667;Jwns;CS;Train;53
1668;gzss;CS;Test;15
1669;fqch;CS;Train;25
1670;Clfp;CS;Train;26
1671;Dknv;CS;Train;30
1672;zwyg;CS;Test;14
1673;Stpg;CS;Train;70
1674;Pldt;CS;Train;97
1675;nqgt;CS;Train;24
1676;Mbll;CS;Train;99
1677;Lpkb;CS;Train;72
1678;Jwgt;CS;Train;84
1679;Hgrz;CS;Train;99
1680;Hgvn;CS;Train;23
1681;Ddls;CS;Train;26
1682;Dnsf;CS;Train;39
1683;Clsm;CS;Train;92
1684;Bkjq;CS;Test;10
1685;Wggs;CS;Train;100
1686;Slpm;CS;Train;66
1687;sfht;CS;Test;4
1688;Nyrt;CS;Train;95
1689;Nwtj;CS;Train;85
1690;mptt;CS;Test;1
1691;Hmld;CS;Train;88
1692;Clkk;CS;Train;69
1693;Drkn;CS;Train;53
1694;Dmll;CS;Train;58
1695;Dngt;CS;Train;52
1696;khmt;CS;Train;44
1697;zvhr;CS;Train;43
1698;Whrd;CS;Train;88
1699;wgnd;CS;Train;64
1700;Vmgk;CS;Train;70
1701;Trhf;CS;Train;72
1702;Tpls;CS;Test;2
1703;Snms;CS;Train;64
1704;Rvck;CS;Train;33
1705;Nsrz;CS;Train;89
1706;Npnv;CS;Test;0
1707;Jtys;CS;Train;58
1708;Jych;CS;Train;58
1709;Hgks;CS;Test;19
1710;djck;CS;Train;24
1711;Bplr;CS;Train;82
1712;Blls;CS;Train;98
1713;Kkts;CS;Train;39
1714;Tcms;CS;Train;82
1715;Svbm;CS;Train;32
1716;Skss;CS;Test;20
1717;Rylf;CS;Train;50
1718;Rlts;CS;Train;92
1719;Nslt;CS;Train;83
1720;Jllf;CS;Test;3
1721;bbkr;CS;Train;61
1722;Hmpt;CS;Train;29
1723;Gnrm;CS;Train;57
1724;Frhr;CS;Test;16
1725;Fflz;CS;Test;19
1726;Pbdr;CS;Train;58
1727;Zntn;CS;Train;77
1728;Zvpf;CS;Train;29
1729;zndm;CS;Train;47
1730;Vymp;CS;Train;98
1731;Typj;CS;Train;66
1732;Trmt;CS;Train;81
1733;Trfn;CS;Train;48
1734;Rrgd;CS;Train;51
1735;Pnvk;CS;Test;16
1736;Mrtw;CS;Train;70
1737;Mdhn;CS;Train;37
1738;Lqrt;CS;Train;50
1739;Jqgg;CS;Train;71
1740;Csrs;CS;Test;5
1741;hwrb;CS;Test;13
1742;Hxlf;CS;Train;63
1743;Hbqn;CS;Train;30
1744;Fgtp;CS;Train;79
1745;Nlbl;CS;Train;29
1746;Dlvs;CS;Test;3
1747;dhtt;CS;Train;58
1748;bmxg;CS;Train;56
1749;bcng;CS;Train;56
1750;ztrr;CS;Train;63
1751;Wzgt;CS;Train;28
1752;Trgq;CS;Train;78
1753;Klzb;CS;Train;67
1754;Klzt;CS;Test;12
1755;Grng;CS;Test;1
1756;Grlb;CS;Train;25
1757;Gmrn;CS;Train;57
1758;ghbt;CS;Train;74
1759;Fhrn;CS;Train;48
1760;bbbt;CS;Train;52
1761;Bkdk;CS;Train;94
1762;Zffr;CS;Train;74
1763;Zxnk;CS;Train;57
1764;Wvgt;CS;Test;12
1765;Wqxs;CS;Train;32
1766;Tdlg;CS;Train;39
1767;Sjtt;CS;Train;21
1768;rwrb;CS;Train;79
1769;Qwcr;CS;Train;24
1770;Mbhp;CS;Train;65
1771;Mdrs;CS;Train;73
1772;ktnd;CS;Test;2
1773;Yrmn;CS;Train;29
1774;hhrt;CS;Train;57
1775;Ghzv;CS;Test;1
1776;dxrb;CS;Test;14
1777;lmyn;CS;Train;51
1778;zhbl;CS;Train;31
1779;znck;CS;Test;1
1780;Wvdp;CS;Train;82
1781;Vlrm;CS;Train;76
1782;Tvtx;CS;Train;40
1783;Trtg;CS;Train;86
1784;Trhj;CS;Train;75
1785;Tmrs;CS;Train;67
1786;Txkr;CS;Train;78
1787;thzt;CS;Train;42
1788;Tgft;CS;Test;8
1789;snft;CS;Train;87
1790;Rxds;CS;Test;10
1791;pbmp;CS;Test;18
1792;nrtt;CS;Train;22
1793;Kbrk;CS;Test;8
1794;klxb;CS;Train;33
1795;Krlk;CS;Train;41
1796;hypf;CS;Train;83
1797;Fyxb;CS;Train;81
1798;Dpll;CS;Train;61
1799;bwht;CS;Train;98
1800;brnd;CS;Train;32
1801;Wrrw;CS;Train;43
1802;Crdl;CS;Train;84
1803;Tvrc;CS;Train;52
1804;Trtl;CS;Test;18
1805;Tqls;CS;Train;81
1806;Rfdf;CS;Train;28
1807;Rmgv;CS;Train;55
1808;Prls;CS;Train;48
1809;vrwl;CS;Test;6
1810;Lwlt;CS;Train;39
1811;Nnxl;CS;Train;21
